"Date 2023-11-25 15.14.42","Track Watkins Glen (2022)","Session Type 10","Duration 10"
"Car","Race #","Driver","Team","Lap","Position","Fuel","Penalty","Gap","Lap Time","Sector 1","Sector 2","Sector 3","Delta RR","Delta QR","Delta RS","Delta QS","Condition","Tyres","Pressure FR","Pressure FL","Pressure RR","Pressure RL","Temp FR","Temp FL","Temp RR","Temp RL","ECU Mode","Max Speed","Peak Acceleration","Damage Front","Damage Rear","Damage Centre","Damage Right","Damage Left","Air Temp","Road Temp","Cup","Category","Nationality","Lap type","Accidents"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","34","39","0","","0L","2:50,240","","0:39,057","0:45,315","+63,622","+65,426","+54,903","+61,999","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Outlap","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","35","38","0","","0L","1:56,410","0:32,540","0:39,000","0:44,870","+9,792","+11,596","+1,073","+8,169","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","36","39","0","","0L","1:56,780","0:32,222","0:39,182","0:45,375","+10,162","+11,966","+1,443","+8,539","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","37","38","0","","0L","1:55,852","0:32,050","0:38,342","0:45,460","+9,234","+11,038","+0,515","+7,611","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","38","38","0","","0L","1:56,105","0:32,255","0:38,407","0:45,442","+9,487","+11,291","+0,768","+7,864","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","39","38","0","","0L","1:55,572","0:32,280","0:38,220","0:45,072","+8,954","+10,758","+0,235","+7,331","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","40","38","0","Invalid lap. ","0L","1:55,390","0:32,167","0:38,287","0:44,935","+8,772","+10,576","+0,053","+7,149","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","41","38","0","","0L","1:58,090","0:33,160","0:39,097","0:45,832","+11,472","+13,276","+2,753","+9,849","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","42","39","0","Invalid lap. ","0L","1:56,550","0:32,195","0:38,425","0:45,930","+9,932","+11,736","+1,213","+8,309","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","43","39","0","","0L","1:56,762","0:32,470","0:39,177","0:45,115","+10,144","+11,948","+1,425","+8,521","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","44","39","0","","0L","1:55,425","0:32,072","0:38,197","0:45,155","+8,807","+10,611","+0,088","+7,184","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","45","39","0","","0L","1:55,245","0:32,185","0:38,175","0:44,885","+8,627","+10,431","-0,092","+7,004","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","46","39","0","","0L","1:56,740","0:32,650","0:38,247","0:45,842","+10,122","+11,926","+1,403","+8,499","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","47","39","0","","0L","1:56,545","0:32,345","0:38,685","0:45,515","+9,927","+11,731","+1,208","+8,304","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","48","39","0","","0L","1:57,145","0:32,505","0:39,105","0:45,535","+10,527","+12,331","+1,808","+8,904","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","49","39","0","Invalid lap. ","0L","1:56,527","0:32,317","0:38,580","0:45,630","+9,909","+11,713","+1,190","+8,286","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","50","39","0","","0L","1:56,155","0:32,115","0:38,822","0:45,217","+9,537","+11,341","+0,818","+7,914","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","51","39","0","","0L","1:56,667","0:32,367","0:38,902","0:45,397","+10,049","+11,853","+1,330","+8,426","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","52","40","0","Invalid lap. ","0L","1:56,872","0:32,577","0:38,747","0:45,547","+10,254","+12,058","+1,535","+8,631","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","53","40","0","","0L","1:56,740","0:32,510","0:38,432","0:45,797","+10,122","+11,926","+1,403","+8,499","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
