"Date 2023-09-18 22.30.28","Track Donington Park (2022)","Session Type 10","Duration 10"
"Car","Race #","Driver","Team","Lap","Position","Fuel","Penalty","Gap","Lap Time","Sector 1","Sector 2","Sector 3","Delta RR","Delta QR","Delta RS","Delta QS","Condition","Tyres","Pressure FR","Pressure FL","Pressure RR","Pressure RL","Temp FR","Temp FL","Temp RR","Temp RL","ECU Mode","Max Speed","Peak Acceleration","Damage Front","Damage Rear","Damage Centre","Damage Right","Damage Left","Air Temp","Road Temp","Cup","Category","Nationality","Lap type","Accidents"
"McLaren 720S GT3 EVO","1","Ville Synkkänen (SYN)","","24","2","31,1695766448975","","0L","1:27,810","0:20,372","0:34,210","0:33,227","-0,305","+1,057","-2,169","-3,242","OPTIMUM","Dry","26,980248456057","26,9649713301663","27,0159079809976","26,6429026840855","78,7741097624703","86,0929725178147","82,2242050118765","89,4862122090261","1","237 Km/h","22,4809194312796","0","20,96289","20,96289","0","0","21,82911","25,28694","0","2","31","Regular","0"
"McLaren 720S GT3 EVO","1","Ville Synkkänen (SYN)","","25","2","28,6564273834229","","0L","1:27,787","0:20,345","0:34,195","0:33,247","-0,328","+1,034","-2,192","-3,265","OPTIMUM","Dry","26,9365589073634","26,8959806413302","26,939286912114","26,595184631829","78,6857653206651","85,7463749881235","82,6001088361045","89,5299790736342","1","236 Km/h","25,3591666666667","0","20,96289","20,96289","0","0","21,75869","25,10601","0","2","31","Regular","0"
"McLaren 720S GT3 EVO","1","Ville Synkkänen (SYN)","","26","2","26,1415157318115","Invalid lap. ","0L","1:27,657","0:20,310","0:34,315","0:33,032","-0,458","+0,904","-2,322","-3,395","OPTIMUM","Dry","26,9142825238095","26,938198047619","26,8367390952381","26,5994984285714","78,8117024047619","86,3665997857143","82,6857392857143","89,926202452381","1","236 Km/h","24,7330579297246","0","20,96289","20,96289","0","0","21,69887","24,94839","0","2","31","Regular","0"
"McLaren 720S GT3 EVO","1","Ville Synkkänen (SYN)","","27","2","23,6263656616211","","0L","1:28,017","0:20,370","0:34,332","0:33,315","-0,098","+1,264","-1,962","-3,035","OPTIMUM","Dry","26,9083202606635","26,9214991943128","26,8252303791469","26,5635534597156","78,793937014218","86,2369991232228","82,6102059952607","89,7201636255924","1","237 Km/h","23,1101447876448","0","20,96289","20,96289","0","0","21,15078","24,01238","0","2","31","Regular","0"
"McLaren 720S GT3 EVO","1","Ville Synkkänen (SYN)","","28","2","21,1111469268799","","0L","1:29,932","0:20,535","0:35,045","0:34,352","+1,817","+3,179","-0,047","-1,120","GREASY","Dry","26,5125881018519","26,3977698611111","26,4083608101852","26,0461577083333","75,0341171759259","81,1438738888889","78,6302015277778","84,6930105092593","1","237 Km/h","24,1168365384615","0","20,96289","20,96289","0","0","21,08827","23,85975","0","2","31","Regular","0"
"McLaren 720S GT3 EVO","1","Ville Synkkänen (SYN)","","29","2","18,6148815155029","","0L","1:31,160","0:20,750","0:35,535","0:34,875","+3,045","+4,407","+1,181","+0,108","GREASY","Dry","25,1549411441648","24,8285837070938","24,9224131578947","24,3632362242563","60,9272446681922","64,8334678489703","63,1868629290618","67,1978625171625","1","234 Km/h","23,2277034883721","0","20,96289","20,96289","0","0","21,04509","23,73924","0","2","31","Regular","0"
"McLaren 720S GT3 EVO","1","Ville Synkkänen (SYN)","","30","2","16,1402988433838","","0L","1:33,857","0:21,100","0:36,720","0:36,037","+5,742","+7,104","+3,878","+2,805","DAMP","Dry","24,2112216035635","23,7665538975501","23,8613605122494","23,1758141202673","51,1213131848552","53,7951409131403","52,1587101336303","54,8533644988864","1","233 Km/h","23,554913957935","0","20,96289","20,96289","0","0","21,01419","23,63558","0","2","31","Regular","0"
"McLaren 720S GT3 EVO","1","Ville Synkkänen (SYN)","","31","1","13,6495809555054","","0L","1:34,022","0:21,782","0:37,057","0:35,182","+5,907","+7,269","+4,043","+2,970","DAMP","Dry","23,9227916851441","23,3868431263858","23,4835531042129","22,6920740354767","47,8423148337029","49,5652965853659","47,9487011973392","49,5398861197339","1","233 Km/h","23,7363556851312","0","20,96289","20,96289","0","0","21,46517","24,26678","0","2","31","Regular","0"
"McLaren 720S GT3 EVO","1","Ville Synkkänen (SYN)","","32","1","11,1587953567505","","0L","1:31,847","0:21,045","0:35,880","0:34,922","+3,732","+5,094","+1,868","+0,795","GREASY","Dry","24,1153226590909","23,5638520454545","23,6624901363636","22,821415","49,8442958181818","51,4055889545455","49,8090730681818","51,1765621590909","1","233 Km/h","23,4118328584995","0","20,96289","20,96289","0","0","21,42533","24,14361","0","2","31","Regular","0"
"McLaren 720S GT3 EVO","1","Ville Synkkänen (SYN)","","33","1","8,64609336853027","","0L","1:31,052","0:21,010","0:35,515","0:34,527","+2,937","+4,299","+1,073","+0,000","GREASY","Dry","24,3759686666667","23,8117148275862","23,9561485977012","23,0714547816092","52,5871888965517","54,0153268965517","52,8958467356322","53,9304788275862","1","234 Km/h","23,7080428432327","0","20,96289","20,96289","0","0","21,38275","24,01499","0","2","31","Regular","0"
"McLaren 720S GT3 EVO","1","Ville Synkkänen (SYN)","","34","1","6,15229225158691","","0L","1:30,910","0:21,115","0:35,355","0:34,440","+2,795","+4,157","+0,931","-0,142","GREASY","Dry","24,6024372580645","24,013389516129","24,2247930414746","23,2866534331797","54,9763180645161","56,1461838709677","55,724311797235","56,5477767741936","1","234 Km/h","23,1615355086372","0","20,96289","20,96289","0","0","21,33592","23,87827","0","2","31","Regular","0"
"McLaren 720S GT3 EVO","1","Ville Synkkänen (SYN)","","35","1","3,65063643455505","","0L","1:30,465","0:20,845","0:35,375","0:34,245","+2,350","+3,712","+0,486","-0,587","GREASY","Dry","24,7476607834101","24,1400006682028","24,4675770046083","23,4285746082949","57,0747496313364","57,498271843318","58,2865302764977","58,3259152073733","1","235 Km/h","22,935355450237","0","20,96289","20,96289","0","0","21,28384","23,7318","0","2","31","Regular","0"
"McLaren 720S GT3 EVO","1","Ville Synkkänen (SYN)","","36","1","1,27263104915619","","0L","1:33,975","0:20,742","0:35,085","0:38,147","+5,860","+7,222","+3,996","+2,923","GREASY","Dry","24,8561215367483","24,3976871492205","24,5912926726058","23,6661757683742","58,453036481069","60,2318262138085","59,6245542761693","61,1961175278396","1","235 Km/h","22,603132183908","0","20,96289","20,96289","0","0","20,73041","22,85695","0","2","31","Inlap","0"
"McLaren 720S GT3 EVO","1","Ville Synkkänen (SYN)","","37","6","17,728214263916","Invalid lap. ","0L","2:24,392","","0:35,850","0:34,997","+56,277","+57,639","+54,413","+53,340","DAMP","Wet","27,4829146743849","27,5391102170767","27,391669015919","27,2852132127352","52,1451617366136","53,8328618813314","54,5865059479016","55,5854932850941","1","232 Km/h","29,0710541310541","0","20,96289","20,96289","0","0","20,54472","22,48409","0","2","31","Outlap","0"
"McLaren 720S GT3 EVO","1","Ville Synkkänen (SYN)","","38","6","15,232871055603","","0L","1:31,732","0:20,960","0:35,855","0:34,917","+3,617","+4,979","+1,753","+0,680","DAMP","Wet","31,2529256818182","31,6349317727273","31,2721422272727","31,5846787272727","74,6411521136364","77,2527951590909","77,9663150454545","79,0528307954545","1","233 Km/h","23,8272050290135","0","20,96289","20,96289","0","0","20,40607","22,22122","0","2","31","Regular","0"
"McLaren 720S GT3 EVO","1","Ville Synkkänen (SYN)","","39","5","12,7258853912354","","0L","1:33,742","0:21,242","0:37,310","0:35,190","+5,627","+6,989","+3,763","+2,690","WET","Wet","30,6914508463252","31,0279868596882","30,7723051447661","31,099995077951","68,8925101113586","71,030504142539","72,8597340089087","74,1040961915368","1","232 Km/h","22,6053868471954","0","20,96289","20,96289","0","0","20,24661","21,9283","0","2","31","Regular","0"
"McLaren 720S GT3 EVO","1","Ville Synkkänen (SYN)","","40","4","10,227162361145","","0L","1:33,057","0:21,170","0:36,905","0:34,982","+4,942","+6,304","+3,078","+2,005","WET","Wet","30,0631748883929","30,3661275","30,1522955580357","30,4761525446429","62,4550664955357","64,2432331696429","66,5083999776786","67,7128350223214","1","231 Km/h","24,6548310502283","0","20,96289","20,96289","0","0","20,07944","21,62812","0","2","31","Regular","0"
